ticker,company_name,earnings_date,eps_estimate,reported_eps,eps_surprise,eps_surprise_pct,price_7d_before_date,price_7d_before_adj_close,earnings_nearest_trading_date,earnings_nearest_adj_close,price_7d_after_date,price_7d_after_adj_close,change_7d_before_to_earnings_pct,change_earnings_to_7d_after_pct,change_7d_before_to_7d_after_pct,data_quality_notes
AEHR,Aehr Test Systems,2024-04-09,-0.03,-0.03,0.0,0.0,2024-04-02,11.89,2024-04-09,11.78,2024-04-16,11.59,-0.93,-1.61,-2.52,
AEHR,Aehr Test Systems,2024-01-09,0.19,0.23,0.04,21.05,2024-01-02,24.95,2024-01-09,22.35,2024-01-16,17.29,-10.42,-22.64,-30.7,
AEHR,Aehr Test Systems,2023-10-05,0.16,0.18,0.02,12.5,2023-09-28,46.23,2023-10-05,44.21,2023-10-12,40.06,-4.37,-9.39,-13.35,
AEHR,Aehr Test Systems,2023-07-13,0.22,0.23,0.01,4.55,2023-07-06,38.19,2023-07-13,41.43,2023-07-20,47.92,8.48,15.66,25.48,
AEIS,"Advanced Energy Industries, Inc",2026-05-04,1.98,2.09,0.11,5.56,2026-04-27,385.5609,2026-05-04,386.9105,2026-05-11,354.8604,0.35,-8.28,-7.96,
AEIS,"Advanced Energy Industries, Inc",2026-02-10,1.78,1.94,0.16,8.99,2026-02-03,262.8694,2026-02-10,278.8696,2026-02-17,313.9282,6.09,12.57,19.42,
AEIS,"Advanced Energy Industries, Inc",2025-11-04,1.47,1.74,0.27,18.37,2025-10-28,204.3907,2025-11-04,194.8314,2025-11-11,215.738,-4.68,10.73,5.55,
AEIS,"Advanced Energy Industries, Inc",2025-08-05,1.31,1.5,0.19,14.5,2025-07-29,141.9587,2025-08-05,139.3334,2025-08-12,158.5294,-1.85,13.78,11.67,
AEIS,"Advanced Energy Industries, Inc",2025-04-30,1.06,1.23,0.17,16.04,2025-04-23,91.2496,2025-04-30,97.154,2025-05-07,109.5214,6.47,12.73,20.02,
AEIS,"Advanced Energy Industries, Inc",2025-02-12,1.1,1.3,0.2,18.18,2025-02-05,113.5508,2025-02-12,110.7902,2025-02-19,131.0906,-2.43,18.32,15.45,
AEIS,"Advanced Energy Industries, Inc",2024-10-30,0.91,0.98,0.07,7.69,2024-10-23,105.5462,2024-10-30,107.3086,2024-11-06,117.455,1.67,9.46,11.28,
AEIS,"Advanced Energy Industries, Inc",2024-07-30,0.71,0.85,0.14,19.72,2024-07-23,112.8025,2024-07-30,107.8185,2024-08-06,98.1489,-4.42,-8.97,-12.99,
AEIS,"Advanced Energy Industries, Inc",2024-05-01,0.68,0.58,-0.1,-14.71,2024-04-24,92.2743,2024-05-01,95.4945,2024-05-08,100.9511,3.49,5.71,9.4,
AEIS,"Advanced Energy Industries, Inc",2024-02-06,1.16,1.24,0.08,6.9,2024-01-30,106.542,2024-02-06,105.8469,2024-02-13,99.2637,-0.65,-6.22,-6.83,
AEIS,"Advanced Energy Industries, Inc",2023-10-31,1.14,1.28,0.14,12.28,2023-10-24,90.0439,2023-10-31,86.5524,2023-11-07,86.8302,-3.88,0.32,-3.57,
AEIS,"Advanced Energy Industries, Inc",2023-08-03,1.05,1.11,0.06,5.71,2023-07-27,119.1367,2023-08-03,121.5051,2023-08-10,112.6655,1.99,-7.28,-5.43,
AEVA,"Aeva Technologies, Inc.",2026-05-06,-0.5,-0.56,-0.06,-12.0,2026-04-29,14.74,2026-05-06,16.57,2026-05-13,20.26,12.42,22.27,37.45,
AEVA,"Aeva Technologies, Inc.",2026-02-26,-0.44,-0.4,0.04,9.09,2026-02-19,12.87,2026-02-26,13.64,2026-03-05,15.08,5.98,10.56,17.17,
AEVA,"Aeva Technologies, Inc.",2025-11-05,-0.45,-0.46,-0.01,-2.22,2025-10-29,17.31,2025-11-05,13.78,2025-11-12,11.27,-20.39,-18.21,-34.89,
AEVA,"Aeva Technologies, Inc.",2025-07-31,-0.47,-0.44,0.03,6.38,2025-07-24,23.57,2025-07-31,18.64,2025-08-07,12.415,-20.92,-33.4,-47.33,
AEVA,"Aeva Technologies, Inc.",2025-05-14,-0.48,-0.45,0.03,6.25,2025-05-07,9.07,2025-05-14,14.45,2025-05-21,14.2,59.32,-1.73,56.56,
AEVA,"Aeva Technologies, Inc.",2025-03-19,-0.58,-0.49,0.09,15.52,2025-03-12,2.74,2025-03-19,3.11,2025-03-26,5.8,13.5,86.5,111.68,
AEVA,"Aeva Technologies, Inc.",2024-11-06,-0.59,-0.55,0.04,6.78,2024-10-30,4.0,2024-11-06,4.31,2024-11-13,3.85,7.75,-10.67,-3.75,
AEVA,"Aeva Technologies, Inc.",2024-08-07,-1.17,-0.57,0.6,51.28,2024-07-31,3.63,2024-08-07,2.81,2024-08-14,2.69,-22.59,-4.27,-25.9,
AEVA,"Aeva Technologies, Inc.",2024-05-07,-0.58,-0.56,0.02,3.45,2024-04-30,3.12,2024-05-07,3.45,2024-05-14,3.79,10.58,9.86,21.47,
AEVA,"Aeva Technologies, Inc.",2024-03-05,-0.57,-0.6,-0.03,-5.26,2024-02-27,4.825,2024-03-05,5.05,2024-03-12,5.5,4.66,8.91,13.99,
AEVA,"Aeva Technologies, Inc.",2023-11-08,-0.67,-0.65,0.02,2.99,2023-11-01,2.38,2023-11-08,3.3,2023-11-15,2.96,38.66,-10.3,24.37,
AEVA,"Aeva Technologies, Inc.",2023-08-08,-0.68,-0.65,0.03,4.41,2023-08-01,6.2,2023-08-08,5.5,2023-08-15,5.1,-11.29,-7.27,-17.74,
AIP,"Arteris, Inc.",2026-02-12,-0.07,-0.05,0.02,28.57,2026-02-05,13.71,2026-02-12,14.92,2026-02-19,14.4,8.83,-3.49,5.03,
AIP,"Arteris, Inc.",2025-11-04,-0.09,-0.09,0.0,0.0,2025-10-28,13.65,2025-11-04,12.32,2025-11-11,15.51,-9.74,25.89,13.63,
AIP,"Arteris, Inc.",2025-08-05,-0.1,-0.11,-0.01,-10.0,2025-07-29,10.6,2025-08-05,13.0,2025-08-12,9.96,22.64,-23.38,-6.04,
AIP,"Arteris, Inc.",2025-05-13,-0.09,-0.09,0.0,0.0,2025-05-06,6.67,2025-05-13,8.35,2025-05-20,7.37,25.19,-11.74,10.49,
AIP,"Arteris, Inc.",2025-02-18,-0.22,-0.2,0.02,9.09,2025-02-11,9.51,2025-02-18,10.14,2025-02-25,8.89,6.62,-12.33,-6.52,
AIP,"Arteris, Inc.",2024-11-05,-0.12,-0.08,0.04,33.33,2024-10-29,7.23,2024-11-05,7.16,2024-11-12,8.32,-0.97,16.2,15.08,
AIP,"Arteris, Inc.",2024-08-01,-0.14,-0.11,0.03,21.43,2024-07-25,8.67,2024-08-01,7.6,2024-08-08,7.09,-12.34,-6.71,-18.22,
AIP,"Arteris, Inc.",2024-05-02,-0.16,-0.15,0.01,6.25,2024-04-25,6.76,2024-05-02,5.93,2024-05-09,8.42,-12.28,41.99,24.56,
AIP,"Arteris, Inc.",2024-02-20,-0.2,-0.18,0.02,10.0,2024-02-13,6.97,2024-02-20,6.89,2024-02-27,6.58,-1.15,-4.5,-5.6,
AIP,"Arteris, Inc.",2023-11-07,-0.18,-0.12,0.06,33.33,2023-10-31,5.45,2023-11-07,6.66,2023-11-14,4.86,22.2,-27.03,-10.83,
AIP,"Arteris, Inc.",2023-08-03,-0.16,-0.13,0.03,18.75,2023-07-27,7.0,2023-08-03,6.95,2023-08-10,7.06,-0.71,1.58,0.86,
AIRG,"Airgain, Inc.",2026-05-06,-0.07,-0.08,-0.01,-14.29,2026-04-29,6.98,2026-05-06,7.05,2026-05-13,6.65,1.0,-5.67,-4.73,
AIRG,"Airgain, Inc.",2026-02-26,-0.15,-0.2,-0.05,-33.33,2026-02-19,5.14,2026-02-26,4.635,2026-03-05,4.1,-9.82,-11.54,-20.23,
AIRG,"Airgain, Inc.",2025-11-12,-0.13,-0.08,0.05,38.46,2025-11-05,4.15,2025-11-12,3.82,2025-11-19,4.11,-7.95,7.59,-0.96,
AIRG,"Airgain, Inc.",2025-08-06,-0.06,-0.04,0.02,33.33,2025-07-30,4.71,2025-08-06,4.33,2025-08-13,4.55,-8.07,5.08,-3.4,
AIRG,"Airgain, Inc.",2025-05-07,-0.28,-0.13,0.15,53.57,2025-04-30,3.75,2025-05-07,4.055,2025-05-14,4.03,8.13,-0.62,7.47,
AIRG,"Airgain, Inc.",2025-02-27,0.01,,,,2025-02-20,6.82,2025-02-27,6.14,2025-03-06,5.11,-9.97,-16.78,-25.07,missing reported eps
AIRG,"Airgain, Inc.",2024-11-12,-0.01,,,,2024-11-05,9.19,2024-11-12,10.29,2024-11-19,9.0,11.97,-12.54,-2.07,missing reported eps
AIRG,"Airgain, Inc.",2024-08-06,-0.06,-0.05,0.01,16.67,2024-07-30,7.27,2024-08-06,6.48,2024-08-13,7.25,-10.87,11.88,-0.28,
AIRG,"Airgain, Inc.",2024-05-08,-0.07,-0.08,-0.01,-14.29,2024-05-01,5.2,2024-05-08,5.32,2024-05-15,5.21,2.31,-2.07,0.19,
AIRG,"Airgain, Inc.",2024-03-06,-0.2,-0.33,-0.13,-65.0,2024-02-28,3.875,2024-03-06,4.63,2024-03-13,5.37,19.48,15.98,38.58,
AIRG,"Airgain, Inc.",2023-11-09,-0.02,-0.06,-0.04,-200.0,2023-11-02,3.12,2023-11-09,3.1,2023-11-16,2.84,-0.64,-8.39,-8.97,
AIRG,"Airgain, Inc.",2023-08-10,,-0.01,,,2023-08-03,4.79,2023-08-10,4.66,2023-08-17,4.15,-2.71,-10.94,-13.36,missing eps estimate
ALAB,"Astera Labs, Inc.",2026-05-05,0.54,0.61,0.07,12.96,2026-04-28,183.31,2026-05-05,215.69,2026-05-12,204.42,17.66,-5.23,11.52,
ALAB,"Astera Labs, Inc.",2026-02-10,0.51,0.58,0.07,13.73,2026-02-03,158.52,2026-02-10,182.86,2026-02-17,123.69,15.35,-32.36,-21.97,
ALAB,"Astera Labs, Inc.",2025-11-04,0.39,0.49,0.1,25.64,2025-10-28,168.25,2025-11-04,179.31,2025-11-11,167.55,6.57,-6.56,-0.42,
ALAB,"Astera Labs, Inc.",2025-08-05,0.32,0.44,0.12,37.5,2025-07-29,118.41,2025-08-05,135.54,2025-08-12,192.0,14.47,41.66,62.15,
ALAB,"Astera Labs, Inc.",2025-05-06,0.28,0.33,0.05,17.86,2025-04-29,65.65,2025-05-06,71.36,2025-05-13,87.76,8.7,22.98,33.68,
ALAB,"Astera Labs, Inc.",2025-02-10,0.26,0.37,0.11,42.31,2025-02-03,98.12,2025-02-10,103.29,2025-02-18,93.27,5.27,-9.7,-4.94,
ALAB,"Astera Labs, Inc.",2024-11-04,0.17,0.23,0.06,35.29,2024-10-28,72.87,2024-11-04,69.65,2024-11-11,92.25,-4.42,32.45,26.6,
ALAB,"Astera Labs, Inc.",2024-08-06,0.11,0.13,0.02,18.18,2024-07-30,42.22,2024-08-06,42.48,2024-08-13,40.4,0.62,-4.9,-4.31,
ALAB,"Astera Labs, Inc.",2024-05-08,0.07,0.27,0.2,285.71,2024-05-01,74.83,2024-05-08,69.26,2024-05-15,77.42,-7.44,11.78,3.46,
ALGM,"Allegro MicroSystems, Inc.",2026-05-07,0.16,0.17,0.01,6.25,2026-04-30,48.5,2026-05-07,47.93,2026-05-14,44.97,-1.18,-6.18,-7.28,
ALGM,"Allegro MicroSystems, Inc.",2026-01-29,0.14,0.15,0.01,7.14,2026-01-22,33.81,2026-01-29,37.98,2026-02-05,38.62,12.33,1.69,14.23,
